ticket_id,ts,city,channel,text,label
T0275,2025-08-09T11:25:49.153431,Cologne,phone,Could not add payment method; app bug after update.,App_bug
T0276,2025-08-14T10:29:49.153431,Hamburg,phone,I was overcharged for a 10 km trip; fare seems wrong.,Pricing
T0277,2025-08-06T19:56:49.153431,Cologne,phone,Driver took a long route; massive delay to the destination.,ETA_delay
T0278,2025-08-08T12:16:49.153431,Hamburg,email,Could not add payment method; app bug after update.,App_bug
T0279,2025-08-09T02:13:49.153431,Berlin,phone,Rude attitude from the driver; please take action.,Driver_behavior
T0280,2025-08-15T07:01:49.153431,Hamburg,app,Please update my email on the account.,Support
T0281,2025-08-10T07:50:49.153431,Hamburg,phone,Notification stuck; app shows spinner forever.,App_bug
T0282,2025-08-09T04:57:49.153431,Berlin,phone,How do I contact support about a lost item?,Support
T0283,2025-08-08T19:58:49.153431,Hamburg,phone,How do I contact support about a lost item?,Support
T0284,2025-08-13T20:35:49.153431,Berlin,email,I want a refund but the help center link is broken.,Support
T0285,2025-08-09T07:37:49.153431,Munich,phone,Notification stuck; app shows spinner forever.,App_bug
T0286,2025-08-07T03:46:49.153431,Hamburg,app,Need help changing my booking time.,Support
T0287,2025-08-12T16:34:49.153431,Munich,email,Battery warning light turned on while driving.,Vehicle_issue
T0288,2025-08-11T15:17:49.153431,Munich,app,Unprofessional behavior; driver talked on the phone while driving.,Driver_behavior
T0289,2025-08-05T05:45:49.153431,Berlin,phone,Pickup was late and the app kept changing ETA.,ETA_delay
T0290,2025-08-03T04:50:49.153431,Cologne,app,Vehicle made strange vibration and noise during ride.,Vehicle_issue
T0291,2025-08-13T00:36:49.153431,Cologne,app,Why is the surge so high? Price unexpectedly expensive.,Pricing
T0292,2025-08-11T09:17:49.153431,Cologne,phone,Driver missed the pickup point and didn't follow the route.,Driver_behavior
T0293,2025-08-11T11:13:49.153431,Munich,email,Check engine light appeared; car needs maintenance.,Vehicle_issue
T0294,2025-08-08T10:07:49.153431,Cologne,email,Unprofessional behavior; driver talked on the phone while driving.,Driver_behavior
T0295,2025-08-05T08:21:49.153431,Cologne,app,Check engine light appeared; car needs maintenance.,Vehicle_issue
T0296,2025-08-15T14:31:49.153431,Cologne,email,Why is the surge so high? Price unexpectedly expensive.,Pricing
T0297,2025-08-05T01:15:49.153431,Berlin,email,App kept crashing at checkout on Android.,App_bug
T0298,2025-08-05T02:39:49.153431,Munich,email,Driver took a long route; massive delay to the destination.,ETA_delay
T0299,2025-08-08T20:05:49.153431,Berlin,email,Driver took a long route; massive delay to the destination.,ETA_delay
